3783 11264
611 615 1
82 165 1
2 2333 1
184 348 1
49 1139 1
144 200 -1
65 96 1
9 2557 1
1624 2066 1
35 123 1
79 383 1
375 3738 1
21 3771 -1
53 118 1
655 748 1
181 919 1
21 3713 -1
12 434 1
144 233 1
551 1512 1
7 236 1
468 2335 -1
24 662 1
38 613 1
112 768 1
15 606 1
84 319 1
11 390 1
85 1890 1
30 48 1
216 2040 1
4 556 1
228 332 1
2486 3767 -1
37 1501 1
193 994 1
174 325 1
3 682 1
29 123 1
18 29 1
32 49 1
78 1275 1
152 225 1
2335 3738 -1
58 1373 1
198 751 1
76 77 1
420 1455 1
10 279 1
13 36 1
1 98 1
5 99 1
16 2205 1
311 714 1
228 701 1
288 3645 -1
71 649 1
15 163 1
1664 3742 1
27 49 1
147 511 1
97 113 1
18 163 1
177 3465 1
592 3619 -1
12 1758 1
48 87 1
34 3459 1
4 945 -1
15 780 1
98 148 1
760 1878 1
71 829 1
47 312 1
1 388 1
52 3690 -1
9 72 1
41 180 1
640 957 1
78 1129 1
258 394 1
18 85 -1
360 3011 1
28 318 1
45 1334 1
0 259 1
855 2542 1
284 3766 -1
91 975 1
4 87 1
296 1914 1
422 1107 1
2 3220 1
18 28 1
113 557 1
2 1357 1
0 1062 1
149 402 1
430 1551 1
144 331 -1
29 1731 1
322 2580 1
12 2289 1
195 702 1
3714 3731 -1
325 1001 1
28 141 1
217 1338 1
66 210 1
384 3742 1
119 350 1
11 1515 1
45 1806 1
34 2435 1
610 2504 1
9 1991 1
176 226 1
25 69 1
105 251 1
298 784 1
8 82 1
21 41 1
262 2009 1
7 127 1
303 2798 1
366 1637 1
46 254 1
128 1415 1
28 1796 1
3 378 1
176 2987 1
68 369 1
187 250 1
135 892 1
0 1033 1
0 1336 1
63 93 1
22 1399 1
34 93 1
92 1063 1
4 7 1
144 2292 -1
14 210 1
101 1243 1
13 74 1
650 1204 1
25 759 1
54 1188 1
56 3742 1
11 1183 1
25 3621 1
26 335 1
0 2807 1
87 1517 1
33 207 1
2 588 1
0 2770 1
64 129 1
10 965 1
21 202 1
42 160 1
163 899 1
346 1457 1
72 102 1
1657 1998 1
473 1911 1
1204 3368 1
50 2931 1
1 222 1
10 1492 1
0 178 1
182 674 1
16 106 1
232 899 1
747 884 1
160 549 1
451 692 1
49 1755 1
165 1163 1
137 1379 1
7 31 1
2 3202 1
456 1853 1
385 494 1
116 401 1
13 541 1
14 3437 1
31 33 1
10 3716 -1
19 82 1
110 3690 -1
97 3450 1
1078 1404 1
21 164 1
161 1517 1
17 242 1
7 456 -1
1313 2887 1
802 1038 1
39 176 1
37 2231 1
62 521 1
5 733 1
331 3764 1
1 560 1
235 272 1
2 1035 1
15 3452 1
103 1073 1
57 205 1
12 3728 -1
51 3781 -1
94 1064 1
357 3782 -1
191 905 1
115 3284 1
0 8 1
416 3690 -1
53 913 1
1 24 1
450 597 1
108 667 1
459 1365 1
62 3766 1
573 668 1
409 485 1
133 742 1
16 1731 1
51 1144 1
58 429 1
175 349 1
10 1115 1
10 1715 1
335 979 1
115 809 1
10 3460 -1
176 1050 1
978 3728 -1
8 96 1
797 948 -1
182 3748 -1
688 3464 -1
34 3440 1
220 555 1
35 1380 1
1 468 1
27 3739 -1
1013 1258 1
21 346 1
69 195 1
914 3096 1
83 449 1
22 465 1
563 654 1
149 862 1
70 2233 1
187 3779 -1
152 1661 1
20 294 1
241 450 1
6 3752 -1
413 827 1
57 3782 -1
19 1126 1
6 3695 1
0 1289 1
138 712 1
168 667 1
535 611 1
41 152 1
337 3701 1
34 359 1
11 350 1
27 194 1
34 56 1
43 607 1
263 2193 1
0 1524 1
797 1502 1
168 214 1
72 3782 -1
199 233 1
3453 3739 1
144 254 1
190 462 1
124 3545 -1
36 600 1
324 387 1
217 1256 1
172 3737 -1
18 294 1
3691 3713 1
16 254 1
113 3422 1
44 2501 1
94 2335 1
48 104 1
29 30 1
404 568 1
0 873 1
205 3699 -1
9 221 1
81 117 1
1077 1520 1
187 468 1
989 2456 1
615 670 1
126 2420 1
78 1119 1
31 1773 1
132 2215 1
27 75 1
169 285 1
1434 1625 1
253 1121 1
29 243 1
1 169 1
656 1923 1
414 3323 1
37 1727 1
684 3781 1
6 361 1
71 112 1
11 626 1
6 1146 1
12 94 1
75 671 1
107 299 1
57 109 1
0 372 1
1185 3703 1
640 761 -1
1039 1163 1
10 2179 1
3 53 1
0 743 1
75 1010 1
597 3218 1
77 355 1
12 3035 1
3 2001 1
54 2871 1
128 842 1
251 577 1
57 3360 1
22 846 1
531 2664 1
118 270 1
19 46 1
570 779 1
9 638 1
8 1457 1
0 1308 1
35 1578 1
2 141 1
11 171 1
0 1569 1
7 3775 -1
172 190 1
494 1376 1
1 353 1
143 757 1
36 1075 1
6 288 1
89 356 1
113 1553 1
14 529 1
138 719 1
84 117 1
15 1325 1
103 191 1
34 1133 1
181 216 1
113 3382 1
73 1401 1
176 815 1
96 283 1
0 249 1
282 313 1
287 3349 1
797 954 1
336 765 1
191 498 1
1 709 1
7 3652 -1
134 165 1
40 46 1
758 893 1
19 806 1
355 538 1
797 2182 1
15 710 1
7 318 -1
32 40 1
13 62 1
23 631 1
42 1327 1
454 689 1
103 965 1
95 249 1
759 977 1
72 123 1
0 3354 1
126 1820 1
1 916 1
1 181 1
3 15 1
2 702 1
7 2820 -1
91 1052 1
39 1223 1
26 3155 1
4 1867 1
5 1360 1
442 2490 1
6 203 1
5 3091 1
183 1332 1
1454 3742 1
4 903 1
22 436 1
35 423 1
111 700 1
198 825 1
35 371 1
9 966 1
791 1158 -1
42 959 1
545 3553 1
45 3728 -1
37 64 1
37 2161 1
3 663 1
114 162 1
234 504 1
23 410 1
176 3021 1
10 38 1
24 2195 1
2 620 1
13 1255 1
105 188 1
1152 3778 1
254 385 1
433 1277 1
411 974 1
4 2319 1
534 3452 1
6 3714 1
176 197 1
8 76 1
7 51 1
0 2766 1
34 116 1
39 1242 1
114 3471 1
321 656 1
78 579 1
8 50 1
95 3493 1
7 648 -1
0 345 1
84 616 1
84 170 1
2 204 1
255 1969 1
27 400 1
118 383 1
55 89 1
24 1030 1
365 402 1
545 3781 1
7 32 1
4 134 1
128 658 1
13 3781 1
238 1957 1
60 3465 1
255 2789 1
11 43 1
149 477 1
194 407 1
9 314 1
1449 2049 1
382 3464 -1
25 169 1
375 397 1
21 1257 1
2292 2335 -1
402 1694 1
1153 3007 1
18 320 1
8 1713 1
10 2864 1
56 345 1
5 1151 1
176 3469 -1
455 2978 1
57 3722 -1
47 849 1
44 3749 -1
115 3599 1
797 1311 1
80 644 1
226 1882 1
204 318 1
7 2353 -1
163 173 1
94 965 1
1 9 1
56 293 1
221 3379 1
653 717 1
3776 3779 1
190 552 1
166 446 1
28 123 1
12 20 1
63 85 1
50 192 1
621 2639 1
64 254 1
32 3550 1
92 705 1
540 2070 1
1450 1962 1
59 739 1
10 71 1
21 63 1
61 264 1
124 3680 -1
97 125 1
640 2254 1
169 2263 1
598 2319 1
58 3269 1
32 1135 1
0 57 1
18 550 1
22 2440 1
0 160 1
3128 3622 1
2 889 1
57 544 1
82 3677 1
76 176 1
52 3773 -1
127 982 1
14 3447 1
13 692 1
5 23 1
0 782 1
15 22 1
37 240 1
0 544 1
107 2174 1
473 668 1
29 411 1
29 1795 1
31 87 1
101 507 1
218 303 1
15 1321 1
24 77 1
27 856 1
179 229 1
440 1237 1
174 181 1
0 3147 1
83 506 1
20 960 1
83 381 1
588 1735 1
34 2292 1
20 40 1
12 23 1
129 3742 1
204 2975 1
7 226 1
2 3555 1
0 2829 1
61 178 1
5 243 1
9 38 1
681 3677 1
105 659 1
2 3253 1
77 628 1
34 3483 1
22 772 1
13 1729 1
72 176 -1
747 812 -1
32 166 1
4 254 -1
25 72 1
10 549 1
680 3781 1
7 584 -1
361 707 1
1011 2729 1
122 1820 1
52 1958 1
91 1846 1
3 841 1
5 3729 1
14 3490 1
171 2341 1
78 2671 1
25 44 1
25 3464 1
9 10 1
0 1147 1
7 527 1
149 1097 1
128 712 1
312 562 1
16 1745 1
5 1565 1
9 200 1
162 374 1
4 1908 1
26 1186 1
39 255 1
218 237 1
235 292 1
1 766 1
280 2335 1
20 41 1
6 535 -1
0 3767 -1
0 1064 1
1986 2193 1
145 945 1
373 2335 -1
85 103 1
7 599 1
83 535 1
1292 1744 1
1682 3702 -1
84 3782 -1
3 436 1
271 2646 1
40 66 1
227 508 1
47 731 1
0 954 1
286 936 1
45 2278 1
681 1719 1
18 291 1
20 699 1
205 2362 1
431 636 1
29 178 1
216 381 1
117 3775 -1
7 2394 -1
518 2898 1
120 255 1
37 450 1
21 301 1
479 2064 1
17 541 1
29 1551 1
84 3576 1
0 1339 1
151 215 1
67 2271 1
11 3280 1
119 1200 1
7 188 -1
646 2424 1
15 340 1
285 3781 -1
14 1248 -1
50 1483 1
339 499 1
48 649 1
123 455 1
44 3754 -1
26 55 1
14 3426 1
64 69 1
475 2081 1
360 1752 1
131 1707 1
21 640 1
483 1058 1
32 243 1
102 3743 1
25 1710 1
1679 2044 1
180 355 1
1193 3709 1
0 1884 1
69 155 1
86 170 1
15 536 1
183 389 1
883 1353 1
0 2107 1
14 557 1
2335 3361 1
165 1785 1
178 695 1
0 1846 1
29 702 1
506 608 1
165 1796 1
68 96 1
26 102 1
14 3513 1
5 18 1
112 354 1
141 271 -1
280 377 1
29 344 1
95 2415 1
57 3391 1
200 1508 1
1462 2082 1
3 653 1
57 244 1
234 388 1
852 1672 1
86 279 1
753 3464 1
853 1651 1
42 3778 -1
154 3725 -1
519 2972 1
221 3769 1
148 659 1
21 139 1
3196 3568 1
114 215 1
8 548 1
14 54 -1
3 438 1
633 1746 1
1 986 1
34 485 1
113 831 1
26 3144 1
12 32 1
22 907 1
240 894 1
2066 3628 -1
94 3782 -1
189 1759 1
1 267 1
10 99 1
182 3742 1
21 490 1
782 862 1
3639 3773 -1
20 3464 1
8 976 1
67 3777 -1
130 352 1
16 37 1
192 3510 -1
169 369 1
86 525 1
12 427 1
3 1815 1
6 698 1
22 1612 1
91 1832 1
28 84 1
47 65 1
261 891 1
409 799 1
9 1635 1
34 899 1
8 3565 -1
107 644 1
16 59 1
431 1792 1
18 1580 1
1768 2907 1
2077 3476 1
19 144 1
57 95 1
10 155 1
112 501 1
407 541 1
51 483 1
20 47 1
37 1481 1
91 198 1
75 2036 1
17 32 1
109 130 1
10 16 1
15 74 1
433 434 1
41 42 1
215 755 1
65 408 1
13 15 1
494 757 1
728 3457 -1
19 869 1
211 1020 1
205 1556 1
385 461 1
159 944 1
446 3464 -1
141 171 1
1455 3781 -1
596 1532 1
122 176 1
3460 3633 1
42 141 1
80 556 1
97 1271 1
11 1860 1
3469 3695 1
176 332 1
34 529 1
411 3464 1
62 2452 1
98 640 -1
129 216 1
0 3384 1
3 520 1
45 67 1
507 1956 1
2368 3769 1
291 320 1
445 767 1
65 158 1
646 3723 -1
89 515 1
298 3742 1
39 53 1
755 1542 1
12 257 1
592 3575 -1
6 1045 1
45 3034 1
9 224 1
50 2150 1
94 3471 1
178 3464 1
16 19 1
32 304 1
114 319 1
2335 3448 1
176 264 1
176 3660 1
91 639 1
0 1435 1
68 203 1
350 1923 1
126 1558 1
681 938 1
17 2105 1
76 1327 1
36 1024 1
65 1241 1
21 60 1
991 1094 1
60 3611 1
231 3743 1
0 86 1
93 95 1
486 3690 1
174 3452 1
724 1112 1
448 3765 -1
67 3028 1
144 2856 1
182 669 1
347 1706 1
123 812 1
252 3735 -1
442 490 1
245 2433 1
1344 3040 1
358 3676 1
3 419 1
15 1285 1
40 508 1
1133 3427 1
515 728 1
115 821 1
129 1254 1
193 735 1
3776 3782 1
8 2478 1
29 307 1
27 579 1
85 3392 1
20 579 1
2 2327 1
29 1062 1
63 1350 1
1 1920 1
56 116 1
929 1125 1
12 951 1
10 1144 1
23 587 1
56 2575 1
110 140 1
533 2858 1
24 51 1
176 1810 1
12 516 -1
8 3728 1
48 1377 1
21 2637 1
190 598 1
464 559 1
15 170 1
25 246 1
22 841 1
217 1891 1
4 3694 -1
134 135 1
94 220 1
34 1872 1
15 564 1
797 3751 1
11 127 1
8 545 1
123 595 1
105 186 1
1 586 1
237 569 1
76 3461 1
203 797 1
21 932 1
7 35 1
621 1416 1
2220 3594 1
8 74 1
524 643 1
68 228 -1
6 685 1
25 244 1
777 1252 1
5 2375 1
189 3782 1
122 135 1
37 3757 -1
5 148 1
869 2110 1
15 133 1
402 700 1
699 2264 1
80 1572 1
86 453 1
1083 1442 1
6 3001 1
23 84 1
114 434 1
6 3684 -1
154 202 1
183 3033 1
7 3528 -1
7 3455 -1
22 138 1
15 269 1
27 2027 1
123 1032 1
9 68 1
24 114 1
44 174 1
141 2235 1
1035 3693 -1
40 1297 1
116 1146 1
54 184 1
100 566 1
320 3681 1
5 1156 1
336 2429 1
4 3230 1
45 1826 1
146 420 1
10 1774 1
1708 3781 1
44 1622 1
280 497 1
350 1593 1
49 194 1
79 259 1
49 56 1
176 591 1
33 246 1
50 156 1
1 15 1
103 3491 1
19 51 1
143 1560 1
0 1518 1
21 184 1
58 115 1
78 1713 1
7 1037 1
59 1503 1
884 885 1
54 156 1
655 1160 1
8 3743 -1
149 2563 1
138 571 1
44 148 1
29 110 1
48 173 1
510 567 1
47 230 1
10 3761 -1
31 797 1
95 3773 -1
130 379 1
3464 3660 -1
675 1676 1
141 1769 1
215 1324 1
10 69 -1
53 125 1
138 340 1
59 360 1
14 3446 1
7 25 1
935 1274 1
80 626 1
157 344 1
36 167 1
574 848 1
77 141 1
262 354 1
34 257 1
52 3779 1
1201 2335 1
765 3275 1
73 1647 1
44 381 1
82 486 -1
3 3781 1
715 1686 1
71 2448 1
111 115 1
254 858 1
64 587 1
0 1028 1
129 3782 -1
176 227 1
6 41 1
2237 3731 1
1005 1670 1
978 1527 1
812 3778 -1
67 3514 1
849 1959 1
337 3710 1
284 300 1
87 881 1
767 1348 1
5 3175 1
12 1766 1
0 3077 1
48 140 1
331 3039 1
6 40 1
85 3443 1
12 189 1
604 2335 1
148 154 1
45 3062 1
23 48 1
31 795 1
144 2250 1
4 28 1
13 870 1
327 471 1
253 2008 1
5 548 1
62 800 1
84 3757 -1
96 176 1
89 226 -1
99 644 1
433 1820 1
38 43 1
45 455 1
876 1035 1
39 64 1
8 201 1
8 46 1
41 776 1
192 546 1
0 1281 1
221 1585 1
100 841 1
20 21 1
17 49 1
244 3782 -1
4 3306 1
265 295 1
124 248 1
86 394 1
35 335 1
33 319 1
14 3501 1
293 2826 1
117 213 1
3135 3773 1
283 3550 -1
9 24 1
104 601 1
178 581 1
25 390 1
212 887 1
243 1829 1
175 2856 1
0 75 1
16 276 1
3 355 1
128 321 1
693 2172 1
12 2267 1
89 130 1
87 244 1
797 2866 1
25 26 1
160 2212 1
1 1097 1
707 3669 -1
58 1375 1
3 3774 -1
7 3128 -1
0 1876 1
50 1144 1
13 943 1
19 490 1
22 469 1
32 254 1
49 256 1
1474 3781 1
24 812 1
3 710 1
12 45 1
108 668 1
285 752 1
93 103 1
144 222 1
214 1093 1
10 227 1
1437 3742 1
94 1306 1
22 1086 1
9 2214 1
103 650 1
78 1132 1
0 577 1
7 285 1
14 1595 1
25 941 1
746 845 1
406 1449 1
12 1527 1
239 2004 1
223 1993 1
655 3707 -1
31 135 1
21 204 1
53 367 1
18 153 1
21 538 1
66 1287 1
577 993 1
7 982 1
490 1220 1
481 3567 1
373 464 1
176 370 -1
83 847 1
263 804 1
100 267 1
80 1197 1
75 313 1
49 1235 1
32 110 1
2 876 1
1 74 1
323 1099 1
3 2441 1
426 1776 1
93 3513 1
2793 3087 1
172 495 1
64 112 1
15 71 1
19 240 1
6 1184 1
553 599 1
117 705 1
3 726 1
14 3436 1
57 72 1
396 1155 1
20 955 1
186 422 1
11 124 1
129 2574 1
4 371 1
10 1155 1
144 3778 -1
12 1816 1
1148 1499 1
155 1323 1
8 451 1
263 592 1
21 684 1
1463 2675 1
244 3737 -1
346 408 1
206 397 1
151 187 1
34 3758 -1
66 259 1
160 1323 1
6 196 1
299 2046 1
172 3745 -1
1948 3591 1
0 2741 1
0 752 1
119 361 1
175 266 1
0 2805 1
225 1653 1
32 3576 1
797 856 1
5 48 1
165 490 1
2 1831 1
42 1794 1
33 1862 1
122 1145 1
7 800 1
9 1043 1
15 264 1
160 1312 1
358 2055 1
21 258 1
719 1978 1
7 868 1
565 715 1
25 31 1
137 305 1
10 24 1
243 2328 1
55 430 1
2 92 1
69 1307 1
103 2335 1
113 1596 1
965 3054 1
45 1804 1
8 823 -1
8 686 1
66 315 1
23 249 1
26 584 1
2 1174 1
57 647 1
9 326 -1
182 263 1
156 932 1
65 252 1
28 134 1
91 288 1
153 221 1
351 2335 1
814 884 1
30 187 1
57 102 1
0 3110 1
16 2737 1
165 3593 1
492 616 1
244 3675 -1
168 3742 1
383 1687 1
47 415 1
3 147 1
487 1564 1
20 276 1
2 1458 1
62 898 1
128 996 1
7 105 1
254 263 1
327 2600 1
7 3473 1
2 1335 1
91 1149 1
349 1739 1
251 719 1
10 3344 1
34 59 1
176 258 1
64 1403 1
328 392 1
0 16 1
96 853 1
65 97 1
16 264 1
187 3729 -1
262 1235 1
6 265 1
3 732 1
490 823 -1
0 2742 1
7 3782 1
14 2311 1
37 1488 1
76 230 1
15 391 1
9 40 1
5 213 1
441 536 1
184 422 1
15 767 1
192 3566 -1
23 483 1
533 2473 1
123 176 1
18 21 1
11 119 1
403 2505 1
3 608 1
7 58 1
87 124 1
538 851 1
268 368 1
332 3773 1
78 299 1
26 104 1
151 3781 1
30 961 1
155 1276 1
42 490 1
2204 3743 1
504 1431 1
7 228 -1
9 160 1
477 2602 1
23 248 1
60 3103 1
3464 3773 -1
783 1450 1
0 2819 1
6 202 1
399 2335 -1
800 823 -1
94 361 1
403 1627 1
3688 3769 1
142 1761 1
462 665 1
183 391 1
7 146 -1
10 259 1
0 1330 1
303 3781 1
21 2744 1
35 1183 1
50 61 1
11 650 1
99 3781 -1
0 2350 1
21 271 1
2 1547 1
6 3691 -1
277 359 1
124 308 1
687 3772 -1
2 3199 1
42 116 1
373 377 1
76 383 1
431 1194 1
48 518 1
1369 2389 1
479 2037 1
64 2543 1
14 266 -1
456 2296 1
114 3219 1
29 3736 -1
16 41 1
243 3762 -1
57 285 1
52 3782 1
15 3765 -1
259 401 1
276 2180 1
863 1117 1
109 416 1
19 211 1
541 1275 1
205 1558 1
4 1550 -1
34 3593 -1
257 1759 1
48 2371 1
1025 2157 1
45 1807 1
14 1385 1
0 1231 1
916 1114 1
180 862 1
2 544 1
401 482 1
33 1351 1
430 609 1
6 3780 -1
761 2099 1
42 742 1
372 3145 1
7 1565 1
371 2370 1
329 1169 1
31 117 1
34 2335 1
30 176 -1
3 1009 1
154 2713 1
254 3553 1
4 683 1
198 1810 1
276 739 1
32 539 1
70 219 1
48 544 1
2335 3782 -1
5 115 1
41 821 1
113 3502 1
12 811 1
176 798 1
203 646 -1
91 1619 1
587 1160 1
95 3403 1
26 3732 1
133 597 1
288 412 1
68 316 1
187 1761 -1
20 1296 1
9 87 1
86 423 1
23 210 1
149 3776 -1
602 3699 1
9 3013 1
3 1601 1
7 3461 -1
0 1294 1
128 1079 1
43 48 1
2 42 1
224 2502 1
5 265 1
7 165 1
20 2485 1
1168 1346 1
102 694 1
0 2919 1
1082 1926 1
197 276 1
184 3740 1
675 918 1
58 110 1
65 82 1
223 2470 1
5 94 1
0 2447 1
87 178 1
1 2243 1
29 1042 1
144 2347 1
148 466 1
18 58 1
552 3781 -1
312 928 1
80 390 1
97 232 1
190 434 1
160 1038 1
4 1358 1
1 472 1
5 518 1
3472 3643 -1
424 3748 -1
37 1140 1
217 2335 1
176 1756 1
1158 3780 -1
149 298 1
10 407 1
251 381 1
408 2168 1
41 75 1
15 24 1
46 3776 -1
238 1103 1
663 2703 1
347 556 1
112 129 1
306 347 1
0 141 1
214 472 1
384 1113 1
535 667 1
71 114 1
223 224 1
247 3272 1
331 2256 1
236 1218 1
11 1126 1
711 1922 1
436 2013 1
151 671 1
1648 2297 1
80 289 1
247 493 1
738 1313 1
82 966 1
210 682 1
36 64 1
219 953 1
98 208 1
41 176 1
168 671 1
431 3300 1
95 280 1
823 831 1
24 257 1
7 1555 1
608 1242 1
518 1163 1
1191 1690 1
76 663 1
0 3012 1
777 2010 1
185 557 1
1033 2200 1
3464 3605 -1
55 1178 1
45 1512 1
139 475 1
29 1839 1
11 122 1
0 803 1
10 2355 1
68 155 1
4 3205 1
20 77 1
169 959 1
3094 3729 1
59 1772 1
850 1220 1
31 3620 1
3 715 1
213 655 1
85 280 1
6 3746 -1
303 944 1
30 153 1
90 167 1
0 3201 1
54 1690 1
108 534 1
2 1834 1
162 527 1
60 257 1
30 57 1
84 3777 -1
50 960 1
52 3723 -1
0 3102 1
67 295 1
176 305 1
211 665 1
129 933 1
140 291 1
21 625 1
877 3466 1
55 1359 1
640 972 1
59 79 1
363 558 1
7 1297 1
148 1071 1
0 993 1
216 910 1
291 461 1
29 1058 1
3 360 1
53 73 1
695 2298 1
143 1887 1
101 480 1
6 686 1
69 105 1
382 2546 1
61 91 1
1133 2201 1
9 591 1
78 2085 1
441 1105 1
276 740 1
62 83 1
791 933 1
6 1324 1
176 1834 1
144 3151 1
115 490 1
155 2376 1
21 637 1
57 3527 -1
16 144 1
1049 1867 1
144 3512 -1
180 3767 -1
1 145 1
152 294 1
1052 1814 1
185 363 1
13 2817 1
790 3742 -1
280 1385 1
546 776 1
165 2964 1
0 1834 1
279 703 1
69 1139 1
552 692 1
187 3513 1
21 2316 1
211 1616 1
225 580 1
57 1031 1
473 2936 1
1904 2335 1
20 508 1
116 2930 1
176 268 -1
5 1379 1
342 917 1
2 1361 1
273 2927 1
84 490 1
26 2335 1
1 552 1
19 40 1
36 1925 1
186 484 1
613 2067 1
39 97 1
81 162 1
10 2166 1
50 169 1
178 3730 -1
63 765 1
79 597 1
9 318 1
128 1613 1
20 200 1
1 861 1
1 216 1
80 1552 1
280 765 -1
15 33 1
214 322 1
66 359 1
24 1791 1
7 518 -1
0 1922 1
0 1759 1
917 1508 1
34 232 1
12 1531 1
18 92 1
1385 1386 1
38 1279 1
9 173 1
53 233 1
104 2396 1
30 221 -1
34 3547 1
68 234 1
803 1019 1
126 598 1
209 541 1
41 991 1
0 3294 1
10 800 1
105 181 1
0 17 1
60 3692 1
716 1611 1
570 1473 1
43 445 1
10 41 1
68 2120 1
180 1965 1
1260 1709 1
9 138 1
145 1851 1
6 21 1
83 608 1
148 925 1
190 1518 1
23 66 1
49 1973 1
397 415 1
812 3464 1
81 416 1
21 2650 1
906 2335 1
71 221 1
89 265 1
2 86 1
2268 2273 1
6 2980 1
63 2292 1
47 3689 -1
149 514 1
153 218 1
9 561 1
198 243 1
35 1190 1
245 417 1
617 722 1
216 405 1
6 1759 -1
1 210 1
30 641 1
41 911 1
105 421 1
108 421 1
121 466 1
21 28 1
0 458 1
76 131 1
14 2421 1
5 1559 1
19 1300 1
552 1320 1
5 1068 1
829 1517 1
30 41 1
64 1650 1
8 41 1
78 2086 1
56 629 1
88 1689 1
1 106 1
1044 3773 1
648 649 1
14 357 1
1 172 1
66 587 1
1186 3719 -1
98 144 1
84 2372 1
57 3699 -1
303 680 1
936 3772 -1
335 1576 1
51 633 1
122 3734 -1
7 878 -1
388 438 1
105 382 1
6 3018 1
20 61 1
304 586 1
9 1323 1
25 974 1
42 48 1
57 1892 1
1085 2688 1
974 1562 1
271 1917 1
432 2369 1
361 489 1
44 388 1
3 1138 1
100 198 1
308 1371 1
166 1637 1
829 2335 1
316 1152 1
702 3518 1
2 752 1
9 241 1
797 1303 1
11 46 1
777 2011 1
40 592 1
139 543 1
3512 3777 1
1 125 1
0 1338 1
98 1618 1
176 784 1
7 3523 -1
2 1063 1
1 270 1
117 1579 1
373 399 1
7 1787 1
0 1050 1
34 3493 1
352 531 1
164 3371 1
497 1395 1
31 218 1
141 328 1
5 32 1
72 162 1
1690 3464 1
94 277 1
94 940 1
25 2371 1
88 3453 1
289 466 1
183 208 1
251 993 1
16 659 1
1133 3758 -1
325 341 1
372 3516 -1
87 128 1
16 69 1
1082 1094 1
225 699 -1
60 3129 1
132 134 1
8 64 1
191 823 1
388 1076 1
103 113 1
35 115 1
128 442 1
5 103 1
72 3773 -1
10 3555 1
7 521 1
108 778 1
22 769 1
11 3753 1
60 3080 1
184 263 1
467 501 1
8 65 1
113 3425 1
945 1740 1
44 1927 1
139 167 1
17 1304 1
112 169 1
8 797 -1
746 1516 1
711 726 1
123 1161 1
7 3471 -1
1863 3264 1
4 196 -1
423 1378 1
181 840 1
1220 3730 1
3 24 1
161 2989 1
267 1038 1
125 2335 1
12 1181 1
453 1067 1
6 406 1
1240 2562 1
3 1107 1
238 1102 1
154 621 1
57 350 1
42 329 1
490 1513 1
196 821 1
2 700 1
36 478 1
42 57 1
1 43 1
151 152 1
2211 3567 1
59 439 1
816 1185 1
16 797 1
304 3781 1
3512 3776 1
243 2317 -1
268 278 1
23 32 1
66 1288 1
71 1278 1
543 562 1
18 2335 -1
355 3742 1
10 1033 1
248 287 1
291 525 1
35 309 1
3 310 1
50 66 1
198 368 1
229 604 1
34 831 1
7 3535 -1
607 994 1
99 146 1
490 800 1
84 290 1
0 1492 1
3 10 1
7 751 -1
383 3553 1
39 122 1
165 3781 -1
8 1135 1
1 1155 1
3 561 1
85 497 1
340 3748 1
36 3578 1
98 2472 1
6 3713 -1
291 2404 1
11 26 1
89 188 1
91 525 1
17 2246 1
3 87 1
213 594 1
335 3703 1
3550 3742 -1
120 437 1
11 91 1
215 1615 1
13 2135 1
10 733 1
37 255 1
8 546 1
143 461 1
61 3471 1
23 50 1
5 29 1
394 1539 1
10 347 1
103 1596 1
436 471 1
453 3730 -1
2379 3727 -1
0 3140 1
411 1306 1
159 951 1
51 1985 1
463 1897 1
20 877 1
84 3606 1
122 584 1
57 1563 1
584 797 1
84 106 1
160 1493 1
57 309 1
50 1019 1
10 130 1
0 71 1
7 3766 1
6 428 1
131 2700 1
127 894 1
257 1534 1
4 3132 -1
6 1648 1
231 941 1
21 36 1
218 3330 1
125 292 1
25 111 1
24 176 1
171 261 1
118 379 1
64 3782 -1
29 369 1
18 157 1
76 925 1
243 1379 1
164 3738 1
981 2397 1
347 786 1
128 1226 1
177 3332 1
1 374 1
60 978 1
88 2268 1
1472 3781 1
310 1095 1
80 970 1
293 2828 1
94 173 1
286 1874 1
894 979 1
33 122 1
239 3742 1
441 2499 1
40 410 1
426 1188 1
77 622 1
8 547 1
1 786 1
10 132 1
271 613 1
79 370 1
57 646 1
34 211 1
50 3704 -1
29 1196 1
48 110 1
210 3781 1
90 193 1
422 1276 1
218 801 1
1 14 1
127 2374 1
578 670 1
23 106 1
1129 3728 1
1690 3752 -1
2 80 1
225 3702 1
597 2317 1
44 767 1
51 637 1
129 1690 1
21 22 1
8 1720 1
122 3718 -1
2661 3742 1
25 2649 1
123 226 1
210 231 1
176 749 1
176 395 1
75 2684 1
7 99 1
144 896 -1
961 2291 1
1427 2527 1
9 1980 1
122 333 1
21 850 1
4 45 1
88 253 1
63 901 1
689 1379 1
42 89 1
243 244 1
194 540 1
757 1376 1
135 2241 1
234 3578 1
1589 2428 1
1097 3549 1
42 3683 -1
40 277 1
29 141 -1
176 1303 1
0 2753 1
316 950 1
3729 3772 1
0 887 1
6 639 1
535 3464 -1
92 3170 1
124 130 1
95 278 1
17 728 1
15 1090 1
34 191 1
147 208 1
1678 1977 1
57 163 1
567 656 1
1003 2009 1
140 320 1
22 844 1
430 3200 1
104 3753 -1
0 308 1
78 1471 1
9 50 1
707 3673 -1
3575 3682 -1
1221 3728 1
358 2061 1
86 3576 1
136 2244 1
